id,name,country,price,count
598,GHxg,Hungary,6514.34,657
599,K  ACGTtcN,Nepal,1669.98,57
600,CMlJypJ,Burkina Faso,4800.52,506
601,qMigQRPLcf,Antigua and Barbuda,42.77,303
602,xidvxbhmDR,Papua New Guinea,1070.37,370
603,GJAogQndP,Barbados,1031.12,270
604,kDKjs,Costa Rica,3463.06,271
605,HSc,Cook Islands,3414.4,938
606,LAxtB LGl,Chad,8445.94,445
607,wUaIp,Croatia,4825.95,432
608,Wk,"Virgin Islands, British",1270.69,859
609,pLSRp,Guernsey,7239.14,297
610,rzROSDO,Comoros,6081.37,965
611," LDUIM",El Salvador,2343.85,348
612,zraT,Zimbabwe,9838.19,157
613," oMQGj",Ecuador,2712.35,611
614,FCc,Saint Lucia,4106.83,413
615,sPIwiOugq,Monaco,7937.76,485
616,MRKHLuDIYI,Guyana,7705.61,592
617,gPUUTw,Thailand,786,582
618,fGNPVN,Angola,2210.44,619
619,UvioJKxNSh,Netherlands Antilles,9001.12,953
620,jUwnDhUFM,Kuwait,8543.83,729
621,rmQOhg,Puerto Rico,8332.26,840
622,vnnYDmF,Syrian Arab Republic,6800.25,614
623,GYNHEvXHN,Saint Pierre and Miquelon,3061.65,197
624,UE,Tonga,899.61,108
625,ltBuD,Albania,3426.01,610
626,EK,Chile,9119.67,917
627,Ht,Iceland,1594.08,421
628,"bCYEtCuvZ ",Russian Federation,3630.32,653
629,spNJrGq,Anguilla,3579.46,179
630,hffDiIgmfC,Cambodia,7017.45,632
631,"axDcq ",Poland,2043.68,775
632,xsDSYEY,Madagascar,634.88,703
633,yVqhAjP,Ireland,20.66,698
634,hkn,Belgium,2257.77,576
635,vDZpWtAjc,Maldives,5904.66,349
636,saAHLdC,"Korea, Republic of",5631.21,732
637,OwT,Jersey,3761.66,800
638,"ATOdfzJv ","Korea, Republic of",4744.24,888
639,ipEyAECQg,Marshall Islands,2348.96,48
640," wbL",Philippines,4482.02,24
641,OkTjQRwQ,Anguilla,5568.43,550
642,NKd,Dominican Republic,9587.5,512
643,qKmtCh,Zimbabwe,525.71,114
644,vir,El Salvador,1652.34,374
645,rUH,Portugal,2189.68,980
646,Sevk m,Ireland,8993.11,172
647,ppNymqO,Tokelau,1396.88,594
648,nopsvcBpa,Belarus,3003.5,578
649,YO,Isle of Man,8712.94,297
650,RKZHSA,Mexico,1990.84,12
651,wCTCs,Benin,2720.55,243
652,iNAhJ,Turks and Caicos Islands,6638.01,355
653,Aurc,Antarctica,7289.29,201
654," GBPpCxh",Norfolk Island,9044.93,321
655,EHcVtYWc,Philippines,8449.7,572
656,kiCLRud,Qatar,3713.83,252
657,eQnH,Kyrgyzstan,1020.11,799
658,eRoy,"Iran, Islamic Republic Of",6348.62,15
659,FnEbZeQTo,Sao Tome and Principe,6456.02,742
660,XhjGfZtuP,"Korea, Democratic People""S Republic of",7134.86,994
661,lBAj,Switzerland,2642.73,516
662,jukyzdauYQ,Gambia,816.56,643
663,yEmsUSym,Norfolk Island,8995.38,487
664,NoUQeYVWZI,Bermuda,4743.54,122
665,DNxpeJbtOw,Togo,3396.46,126
666,kQScZUKlic,Guam,9846.64,236
667,wxsMwqksFC,Haiti,5727.69,324
668,aEBbLT,Romania,8173.89,921
669,ta,Norway,1706.46,427
670,rw bez,Svalbard and Jan Mayen,7121.65,632
671,mynFc,Cape Verde,4258.69,110
672,mFvTKL,"Iran, Islamic Republic Of",3329.5,9
673,bHMr,Austria,2042.26,592
674,yQVDukgp,Finland,2510.68,575
675,cKwObTopMI,"Cote D""Ivoire",3664.2,507
676," XvXePZGNE",Svalbard and Jan Mayen,3492.4,871
677,uRvUR,Saint Lucia,3376.44,370
678,gp,Botswana,2666.57,451
679,dMphessUJ,Morocco,7918.5,647
680,ygIJ,Brunei Darussalam,1492.75,388
681,mBHdpNHOx,Sweden,3563.98,459
682,y GrGaPd,Bangladesh,1803.22,545
683,qnH elQzD,Armenia,189.11,397
684,lJfgSTe,Myanmar,4815.53,418
685,BHJZhZ,Åland Islands,3099.59,921
686,ZrWpr,Iceland,3114.53,890
687,JlaQw,Mauritius,7601.5,191
688,Bnh,South Africa,8493.98,178
689,po,Israel,4801.79,545
690,bHbQUInCZ,Myanmar,4800.36,788
691,Lc,Turks and Caicos Islands,1826.94,77
692,Thszt X,"Macedonia, The Former Yugoslav Republic of",9828.25,572
693,"MyZNVblxH ",Ireland,2507.73,276
694,Lcch,Netherlands,7369.93,701
695,Dc,Kyrgyzstan,6696.6,354
696,LpBZqPDbV,Tunisia,9595.99,812
697,WNVqALda c,Turkey,7661.41,482
698,DylxEtbkkk,Svalbard and Jan Mayen,6621.47,420
699,JfYP,Thailand,8410.09,883
700,VLWBEXPKT,France,5757.35,992
701,VpthOZQ,Turks and Caicos Islands,4849.76,301
702,Ls,Uganda,6964.09,144
703,LEQvt,French Southern Territories,3251.89,531
704,YpdyxaOzh,"Tanzania, United Republic of",4701.08,495
705,ZRRg,Gabon,2584.16,117
706,AFxGUGAEOm,Uzbekistan,6629.05,374
707,wajq,Svalbard and Jan Mayen,6801.38,250
708,bGuUGR i,Bermuda,8279.74,16
709,jdIUtjQ,American Samoa,5295.59,403
710,PyHU,China,6554.36,131
711,JcfIV,Turkmenistan,4307.08,919
712,wfrntMHf,Gibraltar,8948.54,196
713," Tanip",Tonga,1073.8,162
714,ahod,United Arab Emirates,6567.67,591
715,pgIq,Thailand,9158.39,796
716,Vxw,Cuba,1108.33,228
717,ugYxVzR,Bulgaria,4995.07,79
718,Iey,Fiji,736.57,854
719,Afb,Bhutan,2222.77,799
720,Xq,Bosnia and Herzegovina,8395.44,135
721,XuFNGTwhGX,Trinidad and Tobago,1838.16,1000
722,gR,Holy See (Vatican City State),3696.47,508
723,UIkZiJfbuh,Trinidad and Tobago,7546.3,601
724,TTX,Finland,3864.62,15
725,IHSQW,Kuwait,9169.29,987
726,EnNDJyML,Malaysia,6274.46,455
727,lZpYw,Holy See (Vatican City State),8552.36,262
728,jULra,Viet Nam,2915.6,497
729,Yl,Armenia,2722.22,666
730,YuAyztV,Singapore,2748.03,591
731,Dhm,Italy,4457.67,451
732,fJ,French Guiana,3391.86,4
733,FnpWoCN,Chad,5532.03,657
734,RIcX,Turkmenistan,8570.32,43
735,N R,Trinidad and Tobago,360.12,248
736,pIPvmmvx,China,4824.33,310
737,lCRArGQjK,Gibraltar,5210.77,816
738,HMdWzN,Costa Rica,9851.23,73
739,kNsph,"Micronesia, Federated States of",1814.63,614
740,"L ",Bolivia,1762.25,267
741,eRN,Guam,7984.97,981
742,ZVXoPvNckM,Singapore,1781.94,834
743,sDv,"Tanzania, United Republic of",2215.54,601
744,GsNETlXSi,Turks and Caicos Islands,8174.44,57
745,CcDx,Mauritius,6258.29,280
746,tDTs,Tokelau,6319.74,50
747,pZ,Bouvet Island,5459.9,423
748,pgvfyJ,Argentina,6536.53,239
749,YYvt,Jamaica,1225.69,878
750,odCegX Ys,Egypt,1045.2,333
751,uQVvn,Cayman Islands,1721.92,50
752,LsXmgTuTqA,Sri Lanka,2381.88,566
753,QzBABGn,Guam,8672.93,140
754,FuPHj,Palau,6683.48,407
755,AQQJV,"Macedonia, The Former Yugoslav Republic of",9611.88,88
756,nu Xq,Greece,5683.53,92
757,RPL,New Caledonia,9244.98,997
758,DJBLEqwb,Vanuatu,2479.86,496
759,BbV,Reunion,6920.27,498
760,EYdaA I,Slovakia,3968.31,767
761,arI,AndorrA,8737.9,120
762,uTZcNGS,Ecuador,3994.42,235
763,pCZcdD,French Guiana,6696.9,583
764,TjVWePVkWS,"Micronesia, Federated States of",6095.08,628
765,yEUBzXQBRR,Congo,6709.33,107
766,yRZ,Ghana,1829.81,604
767,YKsm,Slovenia,1577.21,357
768,xvfn,Guyana,2993.18,84
769,fSAB,Ecuador,7722.55,159
770,QAMdmGgFq,Zambia,91.63,26
771,ud,Netherlands Antilles,1034.57,242
772,s TmGkrdBc,Lesotho,2579.42,524
773,esFdS,Albania,5703.17,699
774,JuA,Martinique,2904.2,968
775,ue,Solomon Islands,3702.02,386
776,TnANXP,India,9986.45,944
777,cYBuS,Morocco,8175.59,102
778,yszXwgqI,South Africa,7312.25,661
779,ZCEHgTCN,Afghanistan,6215.03,245
780,frgd,Senegal,659.89,812
781,EApPnvIYu,Tunisia,3533.4,356
782,GR,Liechtenstein,9254.14,472
783,wKFjB,Saint Vincent and the Grenadines,214.49,457
784,Qj,"Palestinian Territory, Occupied",5870.49,630
785,uJnvVcm,Samoa,1856.85,379
786,ewGSxFv,Tajikistan,2779.1,261
787,vtlYSlUdM,Sudan,7387.14,421
788,WOeHklzRYu,Spain,3549.78,711
789,OC,Martinique,629.65,16
790,SRHuFs,Mongolia,1329.99,915
791,PgrqDstp,Italy,9580.48,653
792,VQl,Cape Verde,9485.95,957
793,za VdvN,Costa Rica,183.75,647
794,YYcKg,Ukraine,6138.77,831
795,ZyLh,"Moldova, Republic of",2909.61,549
796,lJoBOo,Marshall Islands,9811.8,829
797,bTws,Mali,4371.63,870
798,QIfTrj,French Southern Territories,5389.86,436
799,kpUdIKIao,Saint Pierre and Miquelon,3571.47,425
800,SUZuL,"Taiwan, Province of China",4561.26,936
801,gOUCszcmgl,Nigeria,7404.25,918
802,pNffyA,Macao,9741.19,584
803,VYJe,Peru,4663.29,838
804,XTAXZrWev,Tonga,3398.49,245
805,oIavBl,Samoa,6227.26,396
806,DBpyJKA,Morocco,4229.4,506
807,ccYbfNsPWj,United States,6751.03,114
808,mJwcHzrAQ,Luxembourg,1414.71,810
809,HIHJqAs,Macao,6515.11,2
810,xVF,Sierra Leone,1504.67,608
811,svUwgaCAdu,Nicaragua,7284.16,705
812,aQIiF z,South Georgia and the South Sandwich Islands,3546.36,979
813,Lf,Mexico,85.42,747
814,cFlRN,Tuvalu,996.97,211
815,WRqf,Spain,8978.9,155
816,dTBU,Guadeloupe,6355.52,151
817,immEBPc,"Tanzania, United Republic of",9321.46,329
818,ZBqSZRmSII,Cameroon,4781,423
819,MaxGyNQ,Nepal,2208.97,904
820,Sca,Botswana,7128.87,653
821,t TkpkO,Yemen,9594.21,789
822,JeDfXH,Iraq,9787.13,764
823,atB,Saint Kitts and Nevis,5005.36,694
824,IASaLaBc,Kyrgyzstan,9918.68,391
825,pzUeHOcsIG,Malaysia,6678.53,138
826,NAUTgDAO,Tunisia,8884.8,273
827,H C MjwrG,Barbados,846.42,686
828,OZw,Tajikistan,1313.91,637
829,DuK,Lithuania,5589.53,946
830,llFnfdvNkd,Canada,2719.92,841
831,oIS,Mayotte,9974.6,58
832,PBRh,Jamaica,7547.21,262
833,pAk,Holy See (Vatican City State),3975.28,904
834,QdN,Germany,9757.51,989
835,KkBWUbas,Belize,9133.33,331
836,exjZWlxQSd,Tajikistan,3677.42,135
837,pmCzbUbY,Jamaica,9772.05,126
838,odcN,Gambia,316.59,299
839,vZOOeOj,Guyana,7844.82,385
840,hqSRyQ,Nepal,2944.43,421
841,kMTAX,Japan,6563.09,745
842,FqrSSlk,Austria,5458.84,525
843,vbuhydhqKC,"Lao People""S Democratic Republic",7243.48,858
844,RE,Macao,1206.35,298
845,bNWxDEZ,Chad,3133.31,36
846,HN,Antigua and Barbuda,7887.07,495
847,JLb,Uganda,757.45,543
848,hDha,Estonia,1486.43,605
849,qQFE,Sierra Leone,5105.03,478
850,fVE,Isle of Man,5936.99,239
851,kDTlgdb,Paraguay,27.06,902
852,rt,Solomon Islands,5822.41,542
853,yIsbk,British Indian Ocean Territory,7450.47,76
854,EHInyR,Guatemala,881.5,805
855,jbCy,Myanmar,8517.12,533
856,FITTlLVMtc,Canada,1320.74,385
857,eVoI,Greece,4791.78,242
858,ntQa,Madagascar,5500.53,639
859,Kb,Pitcairn,4039.82,385
860,qPbIhn,Chile,6920.39,460
861,axKbyxe,Hong Kong,3244.93,284
862,BlIhrnXG,Australia,9970.28,359
863,MWGrYnoq,Singapore,7350.74,745
864,ycgsp,Italy,3580.36,764
865,SJjkgTvpG,Christmas Island,9026.5,296
866,TDeNmwrlB,"Virgin Islands, U.S.",1353.98,249
867,Udv,Christmas Island,2227.27,890
868,FkQSL,Morocco,6391.71,401
869,sFBFZW,Armenia,658.93,481
870,nFMC,Guyana,1864.15,211
871,wkGX,Chile,4064.16,145
872,nbTtGI,Paraguay,2755.95,536
873,QhpO,Jamaica,9057.55,473
874,BGgtHUUPZF,Saint Helena,5471.4,249
875,AzxrvKttHn,France,5271.4,965
876,FCZfiGKEwx,Central African Republic,9342.79,516
877,eOdNoKCA,Holy See (Vatican City State),8595.18,364
878,I DT,Ukraine,2184.39,667
879,ERFGch,Cambodia,9754.7,180
880,xNlvXQKN,Kiribati,9858.51,25
881,NGmeq,Bahrain,5186.66,262
882,AlnNUItFXN,Japan,3702.11,92
883,Qck,"Congo, The Democratic Republic of the",2955.78,293
884,FxX V,Kiribati,7130.66,684
885,crCa,Albania,1165.56,726
886,iFgLcSIeY,Bangladesh,5258.63,463
887,rzEvpeVKh,French Southern Territories,7838.99,367
888,Am DDhLjTK,Botswana,2550.53,371
889,WIe,United States,3981.18,826
890,xToE J,Georgia,1392.84,849
891,QXodf,Paraguay,5238.42,489
892,yFaoCs,Gambia,6136.73,719
893,Jt,Saint Pierre and Miquelon,2153.76,40
894,qWqjcVsAD,Venezuela,3724.04,365
895,pVIMJfATS,New Caledonia,7730.3,518
896,jcGx,Martinique,5106.79,37
897,pNwwd zz,Hong Kong,5086.41,955
898,NF,Brunei Darussalam,1709.11,939
899,SEaV,Austria,7049.05,516
900,vogxZ,Togo,5092.84,315
901,Xbz,El Salvador,9156.33,470
902,Pi,Bahrain,5276.45,509
903,yhK,Chad,2591.94,604
904,wXrdzpnNT,Palau,4723.4,645
905,AAsSHiwhU,"Palestinian Territory, Occupied",9200.71,192
906,S AFi,Burkina Faso,1605.66,555
907,fPAJe,Estonia,6256.37,203
908,zjIlQp GX,Indonesia,7400.13,265
909,yy,Cayman Islands,349.46,454
910,PG,New Caledonia,5155.97,212
911,RRdMvpdwoI,Faroe Islands,1810.34,417
912,VeuWucr,Kyrgyzstan,4871.6,834
913,HdhHvA,Uruguay,5295.37,782
914,XMIWBXpY,Sudan,2404.32,273
915,BOqbTV,Hong Kong,900.84,124
916,GpyNJ b,United States,3370.78,62
917,JuYeZwj,Netherlands Antilles,3680.73,79
918,WfEFJYbdm,Turkmenistan,3025.7,655
919,YMBPfDJAR,Cayman Islands,8133.74,75
920,CiOxOMIZfp,Venezuela,2151.92,533
921,zkAgk iJkn,Netherlands Antilles,9915.11,291
922,HUtxjwIe,Nauru,3147.98,413
923,nzUQmODgsX,"Lao People""S Democratic Republic",3537.77,496
924,"HjsQuly ",Croatia,3145.27,265
925,zENOuPL,Portugal,4824.69,625
926,ZxOjv,Dominica,7667.51,957
927,RkO,Cape Verde,9678.21,148
928,wGWxvxRZ,British Indian Ocean Territory,7441.29,936
929,OnxmYjIWEz,Bulgaria,3686.13,867
930,JzQlGBsM,Liechtenstein,648.41,956
931,cyUxQmN,Monaco,9988.06,918
932,zclnLuTT,Puerto Rico,4610.87,88
933,OdwYSqJYX,Ukraine,6239.29,802
934,DMQ,Palau,3948.35,213
935,QAT,Slovenia,5251.84,810
936,gwC,Sao Tome and Principe,9155.15,977
937,TBcL,Jamaica,6675.33,967
938,NYBk,Ukraine,1712.11,82
939,LvdSPqSD,Mongolia,4574.05,733
940,oHyxWjML,Marshall Islands,4995.65,147
941,tRuvcDmsV,Saint Kitts and Nevis,8221.53,302
942,NkzHlxnZ,Saint Lucia,9497.83,867
943,anHqd,Chad,2361.03,22
944,RNSEGV,Uganda,6543.13,284
945,zRosZrBfEh,Nauru,7860.81,711
946,KQ NuUk,Egypt,1922.63,507
947,fw,Isle of Man,3021.73,736
948,Rs,Mongolia,2249.72,154
949,yK,Monaco,9699.65,814
950,TZLJceXy,Wallis and Futuna,5120.12,1000
951,ZGQQ,Maldives,345.53,595
952,NKJiiBYY,Philippines,1419.17,303
953,MhDHlJOPy,Greenland,9429.57,197
954,lhNiG,Comoros,1049.99,811
955,qGuMw,Mongolia,8848.28,452
956,myi,Nepal,2219.72,4
957,JfzIH,Sweden,519.63,135
958,AZYzw,"Taiwan, Province of China",6187,630
959,RMcbC,Costa Rica,9231.13,244
960,rXm,Namibia,5229.64,200
961,CTKkMDBpz,Switzerland,7002.58,37
962,DhFOGWggA,Angola,3680.76,644
963,mSB,Mozambique,8361.13,140
964,UgFBgSs,Mauritius,371.49,789
965,eGSZcnFFZ,Algeria,5260.77,159
966," fSpGkHa",Bangladesh,238.93,704
967,NyxcbFNIsW,"Congo, The Democratic Republic of the",6297.41,854
968,hcQROTgC,Guyana,1178.78,794
969,MahK,Anguilla,6910.42,23
970,yfY,Saint Lucia,5998.56,347
971,ebZlGH,Aruba,3719.41,402
972,pQgZdErCM,Tokelau,9893.62,167
973,dkqgAH,United Arab Emirates,6978.69,635
974,XqEiQq,French Southern Territories,2955.88,291
975,RHtpV,Uruguay,8855.59,836
976,BZIFnYaXZ,"Micronesia, Federated States of",6475.72,495
977,"FeX ",Spain,124.14,970
978,HYdmhH,Albania,2514.02,999
979,iMLfAShA,Hungary,3410.32,971
980,Db,South Georgia and the South Sandwich Islands,6243.76,950
981,FlTPnxRe,Senegal,7178.95,96
982,JPsVEh E,Iraq,4358.72,892
983,jEcJYmV,Morocco,5498.94,218
984,pI,Cape Verde,4860.29,586
985,TKPqk,Zimbabwe,6617.95,650
986,uqNa,Mayotte,1131.05,113
987,oU,Tajikistan,3636.47,262
988,AEU,Switzerland,4088.06,140
989,rjy,South Georgia and the South Sandwich Islands,6814.45,386
990,wtQMOo,Namibia,4033.36,773
991,gCpw,Sweden,458.11,887
992,WzlQL,Mauritania,1934.24,817
993,flCz,Latvia,7092.37,91
994,eYKRR,Cook Islands,3510.64,968
995," eGGgavJ",Turks and Caicos Islands,2892.94,561
996,GgqNpPpdTg,Italy,8976.19,662
997,LthzT,Angola,953.09,696
998,UCMn,Namibia,9753.01,145
999,GCb,Ireland,4523.4,349
1000,IqSfZpGCVT,Congo,2135.87,783
1001,zIZaOHqnCi,Syrian Arab Republic,1291.78,37
1002,JLDFkH,Comoros,4149,299
1003,KnwkPJC,Guinea-Bissau,8118.58,942
1004,AGSiqIrf,Holy See (Vatican City State),7746.52,650
1005,nQxcgNX,Mexico,9978.41,372
1006,IYsPCFu,Papua New Guinea,7610.22,240
1007,aaQlFvTkO,Bangladesh,4110.34,472
1008,VDwmK,France,9764.71,612
1009,Eq,Viet Nam,1824.67,834
1010,rIWpwox,Turks and Caicos Islands,2745.02,981
1011,eC,Austria,9077.57,853
1012,pcGTbnn,Panama,5600.56,87
1013,lbkVCEI yS,Oman,6865.79,686
1014,ZAmYRS,Jamaica,7747.33,32
1015,QjzY,Sri Lanka,1978.16,877
1016,Qr,Burkina Faso,8278.35,905
1017,eDiAaHy,Tonga,3131,467
1018,lGrKiFJ,Kiribati,3587.75,736
1019,oUjMmvuNr,Mozambique,1108.64,123
1020,dFjs,Seychelles,9185.17,896
1021,nUDZMHZWr,Mozambique,1099.93,559
1022,ezznptY,Sweden,6409.13,392
1023,pSKUngz,Croatia,315.04,419
1024,gZcADqt,Philippines,5155.98,800
1025,Ad,Slovakia,969.59,467
1026,ixHZwx,Pakistan,6165.99,55
1027,vfabvtNyF,Botswana,3583.47,867
1028,oQuo,Belarus,8577.11,948
1029,XdGWYSLeI,Qatar,2359.66,433
1030,yzQHrgWbK,Nigeria,9742.15,984
1031,msXSrcaEpe,Greece,7236.17,605
1032,Kl,Lebanon,4548.91,676
1033,HcD,Indonesia,7840.34,59
1034,"NAl ",Costa Rica,785.01,4
1035,OQXR,Austria,1948.49,742
1036,ItOyg,Canada,8434.47,907
1037,duoiayjT,Solomon Islands,6889.69,787
1038,jObT,Svalbard and Jan Mayen,8534.84,891
1039,cuOAZi,New Zealand,9798.46,633
1040,"iaDCaK ",Jordan,4277,637
1041,QOBBea,Saint Pierre and Miquelon,6067.59,695
1042,WRc PmEZUt,Zambia,8078.76,358
1043,iVUPV,Gambia,9127.51,541
1044,jAkHlWrvR,France,9596.15,55
1045,nrQiKTXoFw,Thailand,3286.22,123
1046,YY,"Macedonia, The Former Yugoslav Republic of",1757.82,70
1047,gsEWZ,Venezuela,9983.47,56
1048,DKY,France,2689.31,500
1049,tsdAHjAR,Martinique,5192.53,269
1050,fBCFRbT,Western Sahara,7382.42,21
1051,oIEQjhl,Germany,4192.05,451
1052,ltyaECG,Tokelau,6564.59,573
1053,Wjik,Cameroon,3086.63,207
1054,sfXj,Guinea,9011.46,393
1055,ylm Sk,Zimbabwe,6154.38,510
1056,BiJ,Mongolia,6634.39,883
1057,tTNM,Gibraltar,6647.76,445
1058,ZCa,Germany,4761,766
1059,sZ PQyDBnV,Saint Pierre and Miquelon,568.74,900
1060," yNBy",Dominica,6527.62,588
1061,TjW,Fiji,5247.31,199
1062,ncBH,Denmark,469.29,201
1063,lbCuD,Sudan,1283.31,397
1064,fe,Sri Lanka,56.85,730
1065,MeZqiazBv,Iraq,6432.94,750
1066,plGB,"Congo, The Democratic Republic of the",3089.16,902
1067,QpZSjAqQ,Heard Island and Mcdonald Islands,6796.37,79
1068,"kpra ","Korea, Republic of",5077.29,223
1069,Ig,Maldives,9028.4,731
1070,Grh,Argentina,4777.22,553
1071,TVqpwH,Bolivia,4851.83,961
1072,kXTgWN,Falkland Islands (Malvinas),3546.4,278
1073,JhL,Fiji,8498.5,33
1074,iyFNBqgtfl,Cyprus,5730.85,462
1075,JC,Chile,3102.59,403
1076,eEPVgmQKT,Turkmenistan,6142.56,253
1077,bMTGvVKhW,Saint Helena,457.89,47
1078,ZSnVntNGkf,French Guiana,6450.58,913
1079,pvLZpFgAZx,Ecuador,42.05,642
1080,TTo,Nicaragua,995.86,600
1081,lA,Bangladesh,8792.37,584
1082,BUb,Heard Island and Mcdonald Islands,6040.63,252
1083,pe,Senegal,8902.02,865
1084,Vn,Solomon Islands,5087.31,986
1085,JlZaZzNv,Croatia,8421.6,999
1086,bjzABTiIvT,Botswana,466.18,246
1087,VAQXBEKDcp,Grenada,5467.58,58
1088,gXQIg,Botswana,5459.6,783
1089,MCw,Saudi Arabia,3992.28,846
1090,MhHo,Azerbaijan,5921.7,171
1091,NNnhukv,Belgium,7124.12,849
1092,IqjRwESDR,Viet Nam,7909.19,278
1093,WFn,Papua New Guinea,7453.17,369
1094,lnkAot,Cyprus,188.97,472
1095,gTz,Isle of Man,5023.8,423
1096,gwdZnQCwq,Botswana,9371.85,184
1097,fEioT,Malawi,316.91,586
1098,iog,Åland Islands,1329.39,863
1099,IragxS,Guinea,7076.52,605